,time,value
2019-01-17 00:00:08,00:00:08,59
2019-01-17 00:00:23,00:00:23,59
2019-01-17 00:00:33,00:00:33,58
2019-01-17 00:00:43,00:00:43,57
2019-01-17 00:00:58,00:00:58,56
2019-01-17 00:01:13,00:01:13,55
2019-01-17 00:01:28,00:01:28,55
2019-01-17 00:01:33,00:01:33,56
2019-01-17 00:01:38,00:01:38,56
2019-01-17 00:01:53,00:01:53,57
2019-01-17 00:02:08,00:02:08,57
2019-01-17 00:02:23,00:02:23,57
2019-01-17 00:02:38,00:02:38,57
2019-01-17 00:02:53,00:02:53,58
2019-01-17 00:03:08,00:03:08,60
2019-01-17 00:03:18,00:03:18,59
2019-01-17 00:03:23,00:03:23,60
2019-01-17 00:03:33,00:03:33,59
2019-01-17 00:03:38,00:03:38,54
2019-01-17 00:03:43,00:03:43,53
2019-01-17 00:03:58,00:03:58,53
2019-01-17 00:04:13,00:04:13,53
2019-01-17 00:04:28,00:04:28,54
2019-01-17 00:04:38,00:04:38,55
2019-01-17 00:04:53,00:04:53,55
2019-01-17 00:05:03,00:05:03,55
2019-01-17 00:05:08,00:05:08,56
2019-01-17 00:05:23,00:05:23,57
2019-01-17 00:05:28,00:05:28,58
2019-01-17 00:05:43,00:05:43,57
2019-01-17 00:05:48,00:05:48,56
2019-01-17 00:05:58,00:05:58,55
2019-01-17 00:06:03,00:06:03,54
2019-01-17 00:06:18,00:06:18,54
2019-01-17 00:06:28,00:06:28,55
2019-01-17 00:06:33,00:06:33,55
2019-01-17 00:06:48,00:06:48,55
2019-01-17 00:07:03,00:07:03,55
2019-01-17 00:07:08,00:07:08,56
2019-01-17 00:07:18,00:07:18,57
2019-01-17 00:07:33,00:07:33,57
2019-01-17 00:07:43,00:07:43,56
2019-01-17 00:07:58,00:07:58,56
2019-01-17 00:08:13,00:08:13,57
2019-01-17 00:08:18,00:08:18,58
2019-01-17 00:08:23,00:08:23,60
2019-01-17 00:08:28,00:08:28,61
2019-01-17 00:08:33,00:08:33,60
2019-01-17 00:08:38,00:08:38,59
2019-01-17 00:08:43,00:08:43,58
2019-01-17 00:08:48,00:08:48,54
2019-01-17 00:08:58,00:08:58,56
2019-01-17 00:09:03,00:09:03,57
2019-01-17 00:09:08,00:09:08,59
2019-01-17 00:09:18,00:09:18,59
2019-01-17 00:09:33,00:09:33,59
2019-01-17 00:09:38,00:09:38,57
2019-01-17 00:09:43,00:09:43,56
2019-01-17 00:09:53,00:09:53,57
2019-01-17 00:10:08,00:10:08,57
2019-01-17 00:10:13,00:10:13,58
2019-01-17 00:10:19,00:10:19,59
2019-01-17 00:10:24,00:10:24,61
2019-01-17 00:10:29,00:10:29,63
2019-01-17 00:10:44,00:10:44,61
2019-01-17 00:10:59,00:10:59,61
2019-01-17 00:11:04,00:11:04,60
2019-01-17 00:11:09,00:11:09,59
2019-01-17 00:11:14,00:11:14,58
2019-01-17 00:11:19,00:11:19,56
2019-01-17 00:11:34,00:11:34,56
2019-01-17 00:11:39,00:11:39,55
2019-01-17 00:11:49,00:11:49,54
2019-01-17 00:11:54,00:11:54,53
2019-01-17 00:11:59,00:11:59,54
2019-01-17 00:12:14,00:12:14,55
2019-01-17 00:12:29,00:12:29,55
2019-01-17 00:12:34,00:12:34,54
2019-01-17 00:12:39,00:12:39,55
2019-01-17 00:12:44,00:12:44,54
2019-01-17 00:12:54,00:12:54,55
2019-01-17 00:12:59,00:12:59,56
2019-01-17 00:13:14,00:13:14,56
2019-01-17 00:13:29,00:13:29,56
2019-01-17 00:13:34,00:13:34,55
2019-01-17 00:13:44,00:13:44,56
2019-01-17 00:13:59,00:13:59,56
2019-01-17 00:14:04,00:14:04,57
2019-01-17 00:14:09,00:14:09,57
2019-01-17 00:14:24,00:14:24,58
2019-01-17 00:14:29,00:14:29,59
2019-01-17 00:14:34,00:14:34,58
2019-01-17 00:14:39,00:14:39,58
2019-01-17 00:14:44,00:14:44,59
2019-01-17 00:14:49,00:14:49,58
2019-01-17 00:15:04,00:15:04,58
2019-01-17 00:15:09,00:15:09,56
2019-01-17 00:15:14,00:15:14,57
2019-01-17 00:15:19,00:15:19,56
2019-01-17 00:15:24,00:15:24,55
2019-01-17 00:15:34,00:15:34,54
2019-01-17 00:15:39,00:15:39,54
2019-01-17 00:15:54,00:15:54,54
2019-01-17 00:16:04,00:16:04,55
2019-01-17 00:16:19,00:16:19,55
2019-01-17 00:16:24,00:16:24,56
2019-01-17 00:16:29,00:16:29,57
2019-01-17 00:16:44,00:16:44,57
2019-01-17 00:16:54,00:16:54,56
2019-01-17 00:17:09,00:17:09,56
2019-01-17 00:17:14,00:17:14,55
2019-01-17 00:17:29,00:17:29,55
2019-01-17 00:17:34,00:17:34,55
2019-01-17 00:17:39,00:17:39,56
2019-01-17 00:17:44,00:17:44,57
2019-01-17 00:17:49,00:17:49,57
2019-01-17 00:17:59,00:17:59,58
2019-01-17 00:18:04,00:18:04,57
2019-01-17 00:18:19,00:18:19,57
2019-01-17 00:18:24,00:18:24,56
2019-01-17 00:18:39,00:18:39,56
2019-01-17 00:18:54,00:18:54,56
2019-01-17 00:19:09,00:19:09,56
2019-01-17 00:19:24,00:19:24,56
2019-01-17 00:19:39,00:19:39,55
2019-01-17 00:19:44,00:19:44,56
2019-01-17 00:19:59,00:19:59,57
2019-01-17 00:20:09,00:20:09,56
2019-01-17 00:20:24,00:20:24,57
2019-01-17 00:20:29,00:20:29,58
2019-01-17 00:20:44,00:20:44,58
2019-01-17 00:20:49,00:20:49,59
2019-01-17 00:20:54,00:20:54,59
2019-01-17 00:21:09,00:21:09,59
2019-01-17 00:21:19,00:21:19,58
2019-01-17 00:21:34,00:21:34,57
2019-01-17 00:21:49,00:21:49,57
2019-01-17 00:22:04,00:22:04,57
2019-01-17 00:22:19,00:22:19,57
2019-01-17 00:22:29,00:22:29,55
2019-01-17 00:22:34,00:22:34,54
2019-01-17 00:22:49,00:22:49,55
2019-01-17 00:22:54,00:22:54,56
2019-01-17 00:23:09,00:23:09,56
2019-01-17 00:23:24,00:23:24,56
2019-01-17 00:23:34,00:23:34,58
2019-01-17 00:23:44,00:23:44,59
2019-01-17 00:23:49,00:23:49,59
2019-01-17 00:23:54,00:23:54,60
2019-01-17 00:23:59,00:23:59,61
2019-01-17 00:24:04,00:24:04,61
2019-01-17 00:24:09,00:24:09,62
2019-01-17 00:24:14,00:24:14,63
2019-01-17 00:24:19,00:24:19,66
2019-01-17 00:24:24,00:24:24,59
2019-01-17 00:24:29,00:24:29,60
2019-01-17 00:24:34,00:24:34,59
2019-01-17 00:24:39,00:24:39,58
2019-01-17 00:24:54,00:24:54,58
2019-01-17 00:25:04,00:25:04,57
2019-01-17 00:25:19,00:25:19,57
2019-01-17 00:25:29,00:25:29,57
2019-01-17 00:25:34,00:25:34,58
2019-01-17 00:25:39,00:25:39,59
2019-01-17 00:25:44,00:25:44,58
2019-01-17 00:25:49,00:25:49,59
2019-01-17 00:26:04,00:26:04,59
2019-01-17 00:26:05,00:26:05,59
2019-01-17 00:26:15,00:26:15,60
2019-01-17 00:26:25,00:26:25,59
2019-01-17 00:26:30,00:26:30,57
2019-01-17 00:26:35,00:26:35,58
2019-01-17 00:26:50,00:26:50,59
2019-01-17 00:26:55,00:26:55,57
2019-01-17 00:27:10,00:27:10,58
2019-01-17 00:27:25,00:27:25,58
2019-01-17 00:27:30,00:27:30,59
2019-01-17 00:27:35,00:27:35,59
2019-01-17 00:27:40,00:27:40,60
2019-01-17 00:27:45,00:27:45,62
2019-01-17 00:27:50,00:27:50,63
2019-01-17 00:28:00,00:28:00,65
