,time,value
2019-01-24 00:00:04,00:00:04,60
2019-01-24 00:00:14,00:00:14,61
2019-01-24 00:00:19,00:00:19,60
2019-01-24 00:00:24,00:00:24,61
2019-01-24 00:00:39,00:00:39,60
2019-01-24 00:00:44,00:00:44,59
2019-01-24 00:00:49,00:00:49,58
2019-01-24 00:00:59,00:00:59,59
2019-01-24 00:01:14,00:01:14,61
2019-01-24 00:01:19,00:01:19,63
2019-01-24 00:01:24,00:01:24,64
2019-01-24 00:01:29,00:01:29,65
2019-01-24 00:01:34,00:01:34,65
2019-01-24 00:01:39,00:01:39,66
2019-01-24 00:01:54,00:01:54,66
2019-01-24 00:02:04,00:02:04,67
2019-01-24 00:02:09,00:02:09,68
2019-01-24 00:02:19,00:02:19,66
2019-01-24 00:02:24,00:02:24,66
2019-01-24 00:02:29,00:02:29,66
2019-01-24 00:02:34,00:02:34,66
2019-01-24 00:02:39,00:02:39,67
2019-01-24 00:02:49,00:02:49,69
2019-01-24 00:02:54,00:02:54,70
2019-01-24 00:02:59,00:02:59,69
2019-01-24 00:03:04,00:03:04,70
2019-01-24 00:03:09,00:03:09,65
2019-01-24 00:03:14,00:03:14,60
2019-01-24 00:03:29,00:03:29,60
2019-01-24 00:03:34,00:03:34,59
2019-01-24 00:03:49,00:03:49,59
2019-01-24 00:03:54,00:03:54,60
2019-01-24 00:04:04,00:04:04,61
2019-01-24 00:04:14,00:04:14,60
2019-01-24 00:04:29,00:04:29,61
2019-01-24 00:04:34,00:04:34,62
2019-01-24 00:04:49,00:04:49,61
2019-01-24 00:04:54,00:04:54,60
2019-01-24 00:05:09,00:05:09,61
2019-01-24 00:05:24,00:05:24,61
2019-01-24 00:05:39,00:05:39,61
2019-01-24 00:05:54,00:05:54,59
2019-01-24 00:06:04,00:06:04,58
2019-01-24 00:06:09,00:06:09,59
2019-01-24 00:06:24,00:06:24,60
2019-01-24 00:06:29,00:06:29,61
2019-01-24 00:06:39,00:06:39,60
2019-01-24 00:06:44,00:06:44,59
2019-01-24 00:06:49,00:06:49,58
2019-01-24 00:06:54,00:06:54,57
2019-01-24 00:06:59,00:06:59,58
2019-01-24 00:07:14,00:07:14,59
2019-01-24 00:07:29,00:07:29,58
2019-01-24 00:07:34,00:07:34,57
2019-01-24 00:07:39,00:07:39,56
2019-01-24 00:07:44,00:07:44,57
2019-01-24 00:07:59,00:07:59,57
2019-01-24 00:08:09,00:08:09,58
2019-01-24 00:08:24,00:08:24,58
2019-01-24 00:08:39,00:08:39,58
2019-01-24 00:08:49,00:08:49,59
2019-01-24 00:09:04,00:09:04,58
2019-01-24 00:09:19,00:09:19,58
2019-01-24 00:09:24,00:09:24,59
2019-01-24 00:09:29,00:09:29,58
2019-01-24 00:09:34,00:09:34,57
2019-01-24 00:09:39,00:09:39,56
2019-01-24 00:09:44,00:09:44,56
2019-01-24 00:09:59,00:09:59,57
2019-01-24 00:10:04,00:10:04,59
2019-01-24 00:10:09,00:10:09,58
2019-01-24 00:10:24,00:10:24,59
2019-01-24 00:10:29,00:10:29,59
2019-01-24 00:10:44,00:10:44,58
2019-01-24 00:10:49,00:10:49,56
2019-01-24 00:11:04,00:11:04,56
2019-01-24 00:11:19,00:11:19,55
2019-01-24 00:11:34,00:11:34,56
2019-01-24 00:11:39,00:11:39,57
2019-01-24 00:11:44,00:11:44,56
2019-01-24 00:11:49,00:11:49,57
2019-01-24 00:11:54,00:11:54,58
2019-01-24 00:12:04,00:12:04,57
2019-01-24 00:12:09,00:12:09,58
2019-01-24 00:12:14,00:12:14,58
2019-01-24 00:12:19,00:12:19,57
2019-01-24 00:12:29,00:12:29,57
2019-01-24 00:12:44,00:12:44,57
2019-01-24 00:12:54,00:12:54,59
2019-01-24 00:13:09,00:13:09,59
2019-01-24 00:13:14,00:13:14,56
