,time,value
2019-01-01 00:00:01,00:00:01,65
2019-01-01 00:00:06,00:00:06,66
2019-01-01 00:00:11,00:00:11,67
2019-01-01 00:00:16,00:00:16,68
2019-01-01 00:00:26,00:00:26,69
2019-01-01 00:00:31,00:00:31,68
2019-01-01 00:00:36,00:00:36,67
2019-01-01 00:00:41,00:00:41,66
2019-01-01 00:00:46,00:00:46,65
2019-01-01 00:00:51,00:00:51,64
2019-01-01 00:00:56,00:00:56,62
2019-01-01 00:01:06,00:01:06,64
2019-01-01 00:01:11,00:01:11,65
2019-01-01 00:01:16,00:01:16,64
2019-01-01 00:01:26,00:01:26,65
2019-01-01 00:01:31,00:01:31,66
2019-01-01 00:01:36,00:01:36,66
2019-01-01 00:01:41,00:01:41,66
2019-01-01 00:01:56,00:01:56,65
2019-01-01 00:02:11,00:02:11,65
2019-01-01 00:02:21,00:02:21,64
2019-01-01 00:02:36,00:02:36,64
2019-01-01 00:02:41,00:02:41,65
2019-01-01 00:02:51,00:02:51,66
2019-01-01 00:03:01,00:03:01,67
2019-01-01 00:03:16,00:03:16,67
2019-01-01 00:03:21,00:03:21,68
2019-01-01 00:03:26,00:03:26,70
2019-01-01 00:03:41,00:03:41,71
2019-01-01 00:03:46,00:03:46,69
2019-01-01 00:03:51,00:03:51,65
2019-01-01 00:03:56,00:03:56,63
2019-01-01 00:04:01,00:04:01,61
2019-01-01 00:04:06,00:04:06,55
2019-01-01 00:04:16,00:04:16,54
2019-01-01 00:04:31,00:04:31,54
2019-01-01 00:04:36,00:04:36,55
2019-01-01 00:04:41,00:04:41,56
2019-01-01 00:04:56,00:04:56,56
2019-01-01 00:05:11,00:05:11,57
2019-01-01 00:05:16,00:05:16,58
2019-01-01 00:05:31,00:05:31,58
2019-01-01 00:05:36,00:05:36,57
2019-01-01 00:05:41,00:05:41,58
2019-01-01 00:05:51,00:05:51,57
2019-01-01 00:05:56,00:05:56,56
2019-01-01 00:06:01,00:06:01,55
2019-01-01 00:06:11,00:06:11,56
2019-01-01 00:06:21,00:06:21,57
2019-01-01 00:06:26,00:06:26,58
2019-01-01 00:06:31,00:06:31,59
2019-01-01 00:06:46,00:06:46,59
2019-01-01 00:07:01,00:07:01,59
2019-01-01 00:07:06,00:07:06,59
2019-01-01 00:07:11,00:07:11,60
2019-01-01 00:07:26,00:07:26,60
2019-01-01 00:07:31,00:07:31,61
2019-01-01 00:07:41,00:07:41,62
2019-01-01 00:07:46,00:07:46,64
2019-01-01 00:07:51,00:07:51,65
2019-01-01 00:07:56,00:07:56,67
2019-01-01 00:08:01,00:08:01,68
2019-01-01 00:08:06,00:08:06,67
2019-01-01 00:08:16,00:08:16,66
2019-01-01 00:08:21,00:08:21,65
2019-01-01 00:08:26,00:08:26,64
2019-01-01 00:08:41,00:08:41,62
2019-01-01 00:08:46,00:08:46,59
2019-01-01 00:08:56,00:08:56,60
2019-01-01 00:09:01,00:09:01,61
2019-01-01 00:09:16,00:09:16,61
2019-01-01 00:09:31,00:09:31,61
2019-01-01 00:09:46,00:09:46,61
2019-01-01 00:10:01,00:10:01,61
2019-01-01 00:10:11,00:10:11,64
2019-01-01 00:10:16,00:10:16,71
2019-01-01 00:10:31,00:10:31,71
2019-01-01 00:10:41,00:10:41,72
2019-01-01 00:10:46,00:10:46,71
2019-01-01 00:10:56,00:10:56,72
2019-01-01 00:11:01,00:11:01,79
2019-01-01 00:11:06,00:11:06,82
2019-01-01 00:11:11,00:11:11,81
2019-01-01 00:11:21,00:11:21,82
2019-01-01 00:11:26,00:11:26,83
2019-01-01 00:11:41,00:11:41,85
2019-01-01 00:11:46,00:11:46,86
2019-01-01 00:11:51,00:11:51,95
2019-01-01 00:11:56,00:11:56,96
2019-01-01 00:12:01,00:12:01,95
2019-01-01 00:12:06,00:12:06,89
2019-01-01 00:12:11,00:12:11,83
2019-01-01 00:12:26,00:12:26,83
2019-01-01 00:12:36,00:12:36,84
2019-01-01 00:12:46,00:12:46,84
2019-01-01 00:12:51,00:12:51,82
2019-01-01 00:12:56,00:12:56,77
2019-01-01 00:13:01,00:13:01,63
2019-01-01 00:13:06,00:13:06,56
2019-01-01 00:13:11,00:13:11,55
2019-01-01 00:13:21,00:13:21,56
2019-01-01 00:13:36,00:13:36,56
2019-01-01 00:13:41,00:13:41,55
2019-01-01 00:13:56,00:13:56,55
2019-01-01 00:14:11,00:14:11,55
2019-01-01 00:14:13,00:14:13,55
2019-01-01 00:14:23,00:14:23,56
2019-01-01 00:14:28,00:14:28,58
2019-01-01 00:14:33,00:14:33,62
2019-01-01 00:14:43,00:14:43,59
2019-01-01 00:14:48,00:14:48,57
2019-01-01 00:14:53,00:14:53,56
2019-01-01 00:14:58,00:14:58,56
2019-01-01 00:15:08,00:15:08,57
2019-01-01 00:15:23,00:15:23,57
2019-01-01 00:15:28,00:15:28,58
2019-01-01 00:15:43,00:15:43,57
2019-01-01 00:15:58,00:15:58,62
2019-01-01 00:16:03,00:16:03,67
2019-01-01 00:16:08,00:16:08,66
2019-01-01 00:16:13,00:16:13,59
2019-01-01 00:16:18,00:16:18,60
2019-01-01 00:16:28,00:16:28,59
2019-01-01 00:16:38,00:16:38,58
2019-01-01 00:16:43,00:16:43,57
2019-01-01 00:16:53,00:16:53,56
2019-01-01 00:16:58,00:16:58,57
2019-01-01 00:17:03,00:17:03,58
2019-01-01 00:17:18,00:17:18,57
2019-01-01 00:17:23,00:17:23,57
2019-01-01 00:17:33,00:17:33,58
2019-01-01 00:17:43,00:17:43,59
2019-01-01 00:17:48,00:17:48,60
2019-01-01 00:17:53,00:17:53,61
2019-01-01 00:18:08,00:18:08,61
2019-01-01 00:18:13,00:18:13,60
2019-01-01 00:18:23,00:18:23,59
2019-01-01 00:18:38,00:18:38,59
2019-01-01 00:18:43,00:18:43,60
2019-01-01 00:18:53,00:18:53,61
2019-01-01 00:19:03,00:19:03,62
2019-01-01 00:19:08,00:19:08,63
2019-01-01 00:19:13,00:19:13,70
2019-01-01 00:19:18,00:19:18,72
2019-01-01 00:19:23,00:19:23,70
2019-01-01 00:19:28,00:19:28,68
2019-01-01 00:19:33,00:19:33,64
2019-01-01 00:19:38,00:19:38,61
2019-01-01 00:19:43,00:19:43,58
2019-01-01 00:19:48,00:19:48,57
2019-01-01 00:19:53,00:19:53,56
2019-01-01 00:20:08,00:20:08,55
2019-01-01 00:20:23,00:20:23,56
2019-01-01 00:20:28,00:20:28,57
2019-01-01 00:20:38,00:20:38,58
2019-01-01 00:20:43,00:20:43,59
2019-01-01 00:20:58,00:20:58,59
2019-01-01 00:21:03,00:21:03,58
2019-01-01 00:21:18,00:21:18,58
2019-01-01 00:21:23,00:21:23,58
2019-01-01 00:21:28,00:21:28,59
2019-01-01 00:21:43,00:21:43,59
2019-01-01 00:21:53,00:21:53,60
2019-01-01 00:22:03,00:22:03,61
2019-01-01 00:22:18,00:22:18,61
2019-01-01 00:22:23,00:22:23,63
2019-01-01 00:22:38,00:22:38,62
2019-01-01 00:22:53,00:22:53,61
2019-01-01 00:22:58,00:22:58,60
2019-01-01 00:23:03,00:23:03,59
2019-01-01 00:23:13,00:23:13,60
2019-01-01 00:23:18,00:23:18,59
2019-01-01 00:23:23,00:23:23,57
2019-01-01 00:23:38,00:23:38,57
2019-01-01 00:23:43,00:23:43,56
2019-01-01 00:23:48,00:23:48,59
2019-01-01 00:23:53,00:23:53,60
2019-01-01 00:24:08,00:24:08,62
2019-01-01 00:24:13,00:24:13,62
2019-01-01 00:24:23,00:24:23,61
2019-01-01 00:24:28,00:24:28,60
2019-01-01 00:24:38,00:24:38,61
2019-01-01 00:24:43,00:24:43,60
2019-01-01 00:24:48,00:24:48,59
2019-01-01 00:24:58,00:24:58,60
2019-01-01 00:25:08,00:25:08,59
2019-01-01 00:25:13,00:25:13,59
2019-01-01 00:25:18,00:25:18,60
2019-01-01 00:25:33,00:25:33,60
2019-01-01 00:25:48,00:25:48,59
2019-01-01 00:25:53,00:25:53,57
2019-01-01 00:26:03,00:26:03,60
2019-01-01 00:26:08,00:26:08,61
2019-01-01 00:26:23,00:26:23,61
2019-01-01 00:26:28,00:26:28,62
2019-01-01 00:26:33,00:26:33,64
2019-01-01 00:26:38,00:26:38,65
2019-01-01 00:26:48,00:26:48,64
2019-01-01 00:26:53,00:26:53,63
2019-01-01 00:27:08,00:27:08,63
