,time,value
2019-01-12 00:22:24,00:22:24,70
2019-01-12 00:22:39,00:22:39,69
2019-01-12 00:22:44,00:22:44,75
2019-01-12 00:22:49,00:22:49,78
2019-01-12 00:22:54,00:22:54,80
2019-01-12 00:22:59,00:22:59,81
2019-01-12 00:23:09,00:23:09,79
2019-01-12 00:23:14,00:23:14,75
2019-01-12 00:23:19,00:23:19,74
2019-01-12 00:23:24,00:23:24,73
2019-01-12 00:23:29,00:23:29,74
2019-01-12 00:23:34,00:23:34,75
2019-01-12 00:23:39,00:23:39,77
2019-01-12 00:23:54,00:23:54,78
2019-01-12 00:24:09,00:24:09,78
2019-01-12 00:24:24,00:24:24,78
2019-01-12 00:24:29,00:24:29,77
2019-01-12 00:24:39,00:24:39,80
2019-01-12 00:24:44,00:24:44,81
2019-01-12 00:24:59,00:24:59,80
2019-01-12 00:25:04,00:25:04,79
2019-01-12 00:25:09,00:25:09,80
2019-01-12 00:25:14,00:25:14,81
2019-01-12 00:25:29,00:25:29,82
2019-01-12 00:25:34,00:25:34,83
2019-01-12 00:25:39,00:25:39,84
2019-01-12 00:25:44,00:25:44,85
2019-01-12 00:25:49,00:25:49,86
2019-01-12 00:25:54,00:25:54,84
2019-01-12 00:25:59,00:25:59,83
2019-01-12 00:26:04,00:26:04,81
2019-01-12 00:26:09,00:26:09,79
2019-01-12 00:26:14,00:26:14,79
2019-01-12 00:26:19,00:26:19,80
2019-01-12 00:26:24,00:26:24,80
2019-01-12 00:26:29,00:26:29,81
2019-01-12 00:26:34,00:26:34,80
2019-01-12 00:26:39,00:26:39,81
2019-01-12 00:26:44,00:26:44,80
2019-01-12 00:26:49,00:26:49,78
2019-01-12 00:26:54,00:26:54,77
2019-01-12 00:27:04,00:27:04,78
2019-01-12 00:27:09,00:27:09,80
2019-01-12 00:27:14,00:27:14,82
2019-01-12 00:27:19,00:27:19,84
2019-01-12 00:27:24,00:27:24,85
2019-01-12 00:27:34,00:27:34,84
2019-01-12 00:27:49,00:27:49,84
2019-01-12 00:27:54,00:27:54,81
2019-01-12 00:27:59,00:27:59,72
2019-01-12 00:28:09,00:28:09,71
2019-01-12 00:28:14,00:28:14,70
2019-01-12 00:28:19,00:28:19,69
2019-01-12 00:28:28,00:28:28,69
2019-01-12 00:28:38,00:28:38,71
2019-01-12 00:28:48,00:28:48,72
2019-01-12 00:28:53,00:28:53,71
2019-01-12 00:28:58,00:28:58,68
2019-01-12 00:29:03,00:29:03,64
2019-01-12 00:29:18,00:29:18,65
2019-01-12 00:29:23,00:29:23,60
2019-01-12 00:29:28,00:29:28,61
2019-01-12 00:29:43,00:29:43,61
2019-01-12 00:29:48,00:29:48,57
2019-01-12 00:29:53,00:29:53,55
2019-01-12 00:29:58,00:29:58,53
2019-01-12 00:30:03,00:30:03,52
2019-01-12 00:30:13,00:30:13,53
