,time,value
2019-01-13 00:00:02,00:00:02,56
2019-01-13 00:00:07,00:00:07,55
2019-01-13 00:00:12,00:00:12,53
2019-01-13 00:00:17,00:00:17,54
2019-01-13 00:00:27,00:00:27,55
2019-01-13 00:00:32,00:00:32,56
2019-01-13 00:00:37,00:00:37,57
2019-01-13 00:00:42,00:00:42,56
2019-01-13 00:00:47,00:00:47,55
2019-01-13 00:00:52,00:00:52,56
2019-01-13 00:00:57,00:00:57,55
2019-01-13 00:01:06,00:01:06,54
2019-01-13 00:01:11,00:01:11,55
2019-01-13 00:01:26,00:01:26,54
2019-01-13 00:01:31,00:01:31,54
2019-01-13 00:01:41,00:01:41,55
2019-01-13 00:01:46,00:01:46,54
2019-01-13 00:01:51,00:01:51,52
2019-01-13 00:02:06,00:02:06,52
2019-01-13 00:02:16,00:02:16,53
2019-01-13 00:02:21,00:02:21,54
2019-01-13 00:02:26,00:02:26,53
2019-01-13 00:02:36,00:02:36,52
2019-01-13 00:02:41,00:02:41,53
2019-01-13 00:02:46,00:02:46,53
2019-01-13 00:02:51,00:02:51,53
2019-01-13 00:03:01,00:03:01,53
2019-01-13 00:03:16,00:03:16,53
2019-01-13 00:03:21,00:03:21,55
2019-01-13 00:03:26,00:03:26,56
2019-01-13 00:03:36,00:03:36,56
2019-01-13 00:03:41,00:03:41,56
2019-01-13 00:03:46,00:03:46,59
2019-01-13 00:03:51,00:03:51,60
2019-01-13 00:03:56,00:03:56,58
2019-01-13 00:04:01,00:04:01,56
2019-01-13 00:04:06,00:04:06,55
2019-01-13 00:04:21,00:04:21,55
2019-01-13 00:04:26,00:04:26,54
2019-01-13 00:04:41,00:04:41,54
2019-01-13 00:04:46,00:04:46,54
2019-01-13 00:04:51,00:04:51,55
2019-01-13 00:04:56,00:04:56,55
2019-01-13 00:05:06,00:05:06,54
2019-01-13 00:05:11,00:05:11,52
2019-01-13 00:05:26,00:05:26,52
2019-01-13 00:05:41,00:05:41,53
2019-01-13 00:05:56,00:05:56,54
2019-01-13 00:06:11,00:06:11,54
2019-01-13 00:06:26,00:06:26,53
2019-01-13 00:06:31,00:06:31,53
2019-01-13 00:06:46,00:06:46,53
2019-01-13 00:07:01,00:07:01,54
2019-01-13 00:07:06,00:07:06,70
2019-01-13 00:07:11,00:07:11,71
2019-01-13 00:07:16,00:07:16,70
2019-01-13 00:07:21,00:07:21,69
2019-01-13 00:07:36,00:07:36,69
2019-01-13 00:07:37,00:07:37,69
2019-01-13 00:07:52,00:07:52,69
2019-01-13 00:08:02,00:08:02,68
2019-01-13 00:08:07,00:08:07,64
2019-01-13 00:08:22,00:08:22,62
2019-01-13 00:08:27,00:08:27,55
2019-01-13 00:08:32,00:08:32,52
2019-01-13 00:08:37,00:08:37,51
2019-01-13 00:08:47,00:08:47,50
2019-01-13 00:09:02,00:09:02,50
2019-01-13 00:09:12,00:09:12,54
2019-01-13 00:09:17,00:09:17,59
2019-01-13 00:09:22,00:09:22,56
2019-01-13 00:09:27,00:09:27,53
2019-01-13 00:09:32,00:09:32,50
2019-01-13 00:09:37,00:09:37,49
2019-01-13 00:09:52,00:09:52,50
2019-01-13 00:10:02,00:10:02,51
2019-01-13 00:10:07,00:10:07,53
2019-01-13 00:10:12,00:10:12,54
2019-01-13 00:10:17,00:10:17,54
2019-01-13 00:10:22,00:10:22,54
2019-01-13 00:10:27,00:10:27,54
2019-01-13 00:10:32,00:10:32,53
2019-01-13 00:10:47,00:10:47,52
2019-01-13 00:11:02,00:11:02,51
