,time,value
2019-01-15 00:00:04,00:00:04,74
2019-01-15 00:00:09,00:00:09,73
2019-01-15 00:00:14,00:00:14,71
2019-01-15 00:00:19,00:00:19,70
2019-01-15 00:00:24,00:00:24,67
2019-01-15 00:00:29,00:00:29,65
2019-01-15 00:00:34,00:00:34,64
2019-01-15 00:00:39,00:00:39,61
2019-01-15 00:00:44,00:00:44,59
2019-01-15 00:00:49,00:00:49,58
2019-01-15 00:00:54,00:00:54,57
2019-01-15 00:01:04,00:01:04,58
2019-01-15 00:01:09,00:01:09,59
2019-01-15 00:01:14,00:01:14,60
2019-01-15 00:01:19,00:01:19,61
2019-01-15 00:01:24,00:01:24,62
2019-01-15 00:01:29,00:01:29,62
2019-01-15 00:01:34,00:01:34,61
2019-01-15 00:01:39,00:01:39,59
2019-01-15 00:01:54,00:01:54,59
2019-01-15 00:01:59,00:01:59,62
2019-01-15 00:02:04,00:02:04,63
2019-01-15 00:02:14,00:02:14,62
2019-01-15 00:02:19,00:02:19,62
2019-01-15 00:02:29,00:02:29,61
2019-01-15 00:02:39,00:02:39,62
2019-01-15 00:02:44,00:02:44,60
2019-01-15 00:02:49,00:02:49,58
2019-01-15 00:02:54,00:02:54,56
2019-01-15 00:03:04,00:03:04,57
2019-01-15 00:03:09,00:03:09,58
2019-01-15 00:03:24,00:03:24,57
2019-01-15 00:03:29,00:03:29,53
2019-01-15 00:03:34,00:03:34,53
2019-01-15 00:03:39,00:03:39,54
2019-01-15 00:03:49,00:03:49,55
2019-01-15 00:03:59,00:03:59,56
2019-01-15 00:04:09,00:04:09,57
2019-01-15 00:04:14,00:04:14,58
2019-01-15 00:04:19,00:04:19,60
2019-01-15 00:04:24,00:04:24,63
2019-01-15 00:04:29,00:04:29,64
2019-01-15 00:04:44,00:04:44,65
2019-01-15 00:04:59,00:04:59,67
2019-01-15 00:05:04,00:05:04,68
2019-01-15 00:05:14,00:05:14,66
2019-01-15 00:05:19,00:05:19,63
2019-01-15 00:05:24,00:05:24,61
2019-01-15 00:05:29,00:05:29,59
2019-01-15 00:05:34,00:05:34,57
2019-01-15 00:05:39,00:05:39,56
2019-01-15 00:05:44,00:05:44,55
2019-01-15 00:05:54,00:05:54,54
2019-01-15 00:05:59,00:05:59,54
2019-01-15 00:06:04,00:06:04,54
2019-01-15 00:06:09,00:06:09,54
2019-01-15 00:06:19,00:06:19,54
2019-01-15 00:06:29,00:06:29,55
2019-01-15 00:06:44,00:06:44,55
2019-01-15 00:06:59,00:06:59,55
2019-01-15 00:07:09,00:07:09,54
2019-01-15 00:07:14,00:07:14,55
2019-01-15 00:07:29,00:07:29,56
2019-01-15 00:07:34,00:07:34,57
2019-01-15 00:07:39,00:07:39,58
2019-01-15 00:07:44,00:07:44,59
2019-01-15 00:07:49,00:07:49,60
2019-01-15 00:07:54,00:07:54,59
2019-01-15 00:08:09,00:08:09,58
2019-01-15 00:08:14,00:08:14,59
2019-01-15 00:08:19,00:08:19,59
2019-01-15 00:08:34,00:08:34,59
2019-01-15 00:08:39,00:08:39,60
2019-01-15 00:08:44,00:08:44,61
2019-01-15 00:08:59,00:08:59,64
2019-01-15 00:09:04,00:09:04,67
2019-01-15 00:09:09,00:09:09,66
2019-01-15 00:09:14,00:09:14,63
2019-01-15 00:09:19,00:09:19,63
2019-01-15 00:09:29,00:09:29,62
2019-01-15 00:09:34,00:09:34,60
2019-01-15 00:09:39,00:09:39,57
2019-01-15 00:09:44,00:09:44,55
2019-01-15 00:09:49,00:09:49,54
2019-01-15 00:09:54,00:09:54,55
2019-01-15 00:09:59,00:09:59,63
2019-01-15 00:10:04,00:10:04,64
2019-01-15 00:10:09,00:10:09,60
2019-01-15 00:10:14,00:10:14,57
2019-01-15 00:10:19,00:10:19,55
2019-01-15 00:10:34,00:10:34,55
2019-01-15 00:10:39,00:10:39,56
2019-01-15 00:10:49,00:10:49,57
2019-01-15 00:10:54,00:10:54,58
2019-01-15 00:10:59,00:10:59,59
2019-01-15 00:11:04,00:11:04,61
2019-01-15 00:11:09,00:11:09,68
2019-01-15 00:11:14,00:11:14,66
2019-01-15 00:11:19,00:11:19,63
2019-01-15 00:11:24,00:11:24,60
2019-01-15 00:11:29,00:11:29,59
2019-01-15 00:11:34,00:11:34,58
2019-01-15 00:11:39,00:11:39,58
2019-01-15 00:11:44,00:11:44,58
2019-01-15 00:11:49,00:11:49,59
2019-01-15 00:11:54,00:11:54,60
2019-01-15 00:12:04,00:12:04,59
2019-01-15 00:12:09,00:12:09,58
2019-01-15 00:12:19,00:12:19,58
2019-01-15 00:12:29,00:12:29,59
2019-01-15 00:12:34,00:12:34,60
2019-01-15 00:12:39,00:12:39,61
2019-01-15 00:12:44,00:12:44,62
2019-01-15 00:12:59,00:12:59,62
2019-01-15 00:13:09,00:13:09,66
2019-01-15 00:13:14,00:13:14,67
2019-01-15 00:13:29,00:13:29,67
2019-01-15 00:13:34,00:13:34,69
2019-01-15 00:13:39,00:13:39,66
2019-01-15 00:13:44,00:13:44,64
2019-01-15 00:13:49,00:13:49,61
2019-01-15 00:13:54,00:13:54,60
2019-01-15 00:14:04,00:14:04,60
2019-01-15 00:14:09,00:14:09,61
2019-01-15 00:14:14,00:14:14,61
2019-01-15 00:14:19,00:14:19,60
2019-01-15 00:14:24,00:14:24,59
2019-01-15 00:14:29,00:14:29,58
2019-01-15 00:14:34,00:14:34,57
2019-01-15 00:14:40,00:14:40,57
2019-01-15 00:14:45,00:14:45,55
2019-01-15 00:15:00,00:15:00,55
2019-01-15 00:15:05,00:15:05,56
2019-01-15 00:15:10,00:15:10,64
2019-01-15 00:15:15,00:15:15,73
2019-01-15 00:15:25,00:15:25,75
2019-01-15 00:15:30,00:15:30,75
2019-01-15 00:15:35,00:15:35,71
2019-01-15 00:15:40,00:15:40,65
2019-01-15 00:15:45,00:15:45,60
2019-01-15 00:15:50,00:15:50,59
2019-01-15 00:15:55,00:15:55,58
2019-01-15 00:16:00,00:16:00,56
2019-01-15 00:16:15,00:16:15,57
2019-01-15 00:16:20,00:16:20,56
2019-01-15 00:16:25,00:16:25,55
2019-01-15 00:16:30,00:16:30,56
2019-01-15 00:16:35,00:16:35,60
2019-01-15 00:16:40,00:16:40,62
2019-01-15 00:16:45,00:16:45,60
2019-01-15 00:16:50,00:16:50,59
2019-01-15 00:16:55,00:16:55,60
2019-01-15 00:17:00,00:17:00,61
2019-01-15 00:17:05,00:17:05,58
2019-01-15 00:17:10,00:17:10,56
2019-01-15 00:17:15,00:17:15,55
2019-01-15 00:17:30,00:17:30,55
2019-01-15 00:17:35,00:17:35,56
2019-01-15 00:17:40,00:17:40,56
2019-01-15 00:17:45,00:17:45,57
2019-01-15 00:18:00,00:18:00,57
2019-01-15 00:18:10,00:18:10,60
2019-01-15 00:18:15,00:18:15,62
2019-01-15 00:18:20,00:18:20,63
2019-01-15 00:18:35,00:18:35,61
2019-01-15 00:18:40,00:18:40,59
2019-01-15 00:18:45,00:18:45,58
2019-01-15 00:18:50,00:18:50,56
2019-01-15 00:19:05,00:19:05,55
2019-01-15 00:19:20,00:19:20,55
2019-01-15 00:19:25,00:19:25,56
2019-01-15 00:19:40,00:19:40,57
2019-01-15 00:19:55,00:19:55,57
2019-01-15 00:20:05,00:20:05,58
2019-01-15 00:20:20,00:20:20,58
2019-01-15 00:20:35,00:20:35,58
2019-01-15 00:20:40,00:20:40,59
2019-01-15 00:20:45,00:20:45,58
2019-01-15 00:20:55,00:20:55,59
2019-01-15 00:21:05,00:21:05,57
2019-01-15 00:21:10,00:21:10,56
2019-01-15 00:21:15,00:21:15,56
2019-01-15 00:21:20,00:21:20,56
2019-01-15 00:21:30,00:21:30,64
2019-01-15 00:21:35,00:21:35,73
2019-01-15 00:21:40,00:21:40,75
2019-01-15 00:21:55,00:21:55,67
2019-01-15 00:22:00,00:22:00,60
2019-01-15 00:22:05,00:22:05,54
2019-01-15 00:22:20,00:22:20,54
2019-01-15 00:22:25,00:22:25,57
2019-01-15 00:22:30,00:22:30,58
2019-01-15 00:22:35,00:22:35,57
2019-01-15 00:22:40,00:22:40,55
2019-01-15 00:22:45,00:22:45,53
2019-01-15 00:22:55,00:22:55,54
2019-01-15 00:23:05,00:23:05,55
2019-01-15 00:23:15,00:23:15,56
2019-01-15 00:23:30,00:23:30,56
2019-01-15 00:23:45,00:23:45,57
2019-01-15 00:23:50,00:23:50,58
2019-01-15 00:24:05,00:24:05,58
2019-01-15 00:24:20,00:24:20,59
2019-01-15 00:24:26,00:24:26,64
2019-01-15 00:24:31,00:24:31,61
2019-01-15 00:24:36,00:24:36,58
2019-01-15 00:24:41,00:24:41,56
2019-01-15 00:24:46,00:24:46,54
2019-01-15 00:24:51,00:24:51,53
2019-01-15 00:24:56,00:24:56,54
2019-01-15 00:25:06,00:25:06,53
2019-01-15 00:25:21,00:25:21,53
2019-01-15 00:25:26,00:25:26,54
2019-01-15 00:25:31,00:25:31,55
2019-01-15 00:25:36,00:25:36,54
2019-01-15 00:25:41,00:25:41,55
2019-01-15 00:25:51,00:25:51,57
2019-01-15 00:26:01,00:26:01,58
2019-01-15 00:26:16,00:26:16,58
2019-01-15 00:26:31,00:26:31,58
2019-01-15 00:26:46,00:26:46,58
2019-01-15 00:26:51,00:26:51,57
2019-01-15 00:26:56,00:26:56,55
2019-01-15 00:27:01,00:27:01,54
2019-01-15 00:27:06,00:27:06,53
2019-01-15 00:27:21,00:27:21,53
2019-01-15 00:27:26,00:27:26,54
2019-01-15 00:27:31,00:27:31,55
2019-01-15 00:27:46,00:27:46,55
2019-01-15 00:27:56,00:27:56,54
2019-01-15 00:28:02,00:28:02,54
2019-01-15 00:28:12,00:28:12,55
2019-01-15 00:28:17,00:28:17,56
2019-01-15 00:28:27,00:28:27,55
2019-01-15 00:28:37,00:28:37,57
2019-01-15 00:28:42,00:28:42,58
2019-01-15 00:28:52,00:28:52,57
2019-01-15 00:28:57,00:28:57,56
2019-01-15 00:29:02,00:29:02,56
2019-01-15 00:29:12,00:29:12,57
2019-01-15 00:29:17,00:29:17,59
2019-01-15 00:29:22,00:29:22,57
2019-01-15 00:29:27,00:29:27,56
2019-01-15 00:29:32,00:29:32,54
2019-01-15 00:29:37,00:29:37,53
2019-01-15 00:29:42,00:29:42,52
2019-01-15 00:29:52,00:29:52,54
2019-01-15 00:29:57,00:29:57,55
2019-01-15 00:30:07,00:30:07,54
2019-01-15 00:30:17,00:30:17,55
2019-01-15 00:30:22,00:30:22,57
2019-01-15 00:30:27,00:30:27,58
2019-01-15 00:30:32,00:30:32,57
2019-01-15 00:30:37,00:30:37,55
2019-01-15 00:30:47,00:30:47,54
2019-01-15 00:30:57,00:30:57,55
2019-01-15 00:31:07,00:31:07,54
2019-01-15 00:31:12,00:31:12,54
2019-01-15 00:31:22,00:31:22,55
2019-01-15 00:31:27,00:31:27,57
2019-01-15 00:31:42,00:31:42,55
2019-01-15 00:31:47,00:31:47,54
2019-01-15 00:31:57,00:31:57,55
2019-01-15 00:32:02,00:32:02,57
2019-01-15 00:32:07,00:32:07,56
2019-01-15 00:32:17,00:32:17,55
2019-01-15 00:32:22,00:32:22,54
2019-01-15 00:32:37,00:32:37,53
2019-01-15 00:32:42,00:32:42,55
2019-01-15 00:32:47,00:32:47,56
2019-01-15 00:32:52,00:32:52,56
2019-01-15 00:32:57,00:32:57,55
2019-01-15 00:33:12,00:33:12,56
2019-01-15 00:33:17,00:33:17,57
2019-01-15 00:33:22,00:33:22,56
2019-01-15 00:33:37,00:33:37,56
2019-01-15 00:33:47,00:33:47,57
2019-01-15 00:33:52,00:33:52,58
2019-01-15 00:33:57,00:33:57,59
2019-01-15 00:34:02,00:34:02,58
2019-01-15 00:34:07,00:34:07,55
2019-01-15 00:34:12,00:34:12,56
2019-01-15 00:34:17,00:34:17,57
2019-01-15 00:34:22,00:34:22,57
2019-01-15 00:34:27,00:34:27,57
2019-01-15 00:34:32,00:34:32,56
2019-01-15 00:34:37,00:34:37,55
2019-01-15 00:34:42,00:34:42,53
2019-01-15 00:34:47,00:34:47,51
2019-01-15 00:34:57,00:34:57,50
2019-01-15 00:35:02,00:35:02,51
2019-01-15 00:35:12,00:35:12,53
2019-01-15 00:35:17,00:35:17,52
2019-01-15 00:35:22,00:35:22,55
2019-01-15 00:35:27,00:35:27,56
2019-01-15 00:35:32,00:35:32,52
2019-01-15 00:35:42,00:35:42,53
2019-01-15 00:35:47,00:35:47,54
2019-01-15 00:35:52,00:35:52,52
2019-01-15 00:35:57,00:35:57,51
2019-01-15 00:36:02,00:36:02,52
2019-01-15 00:36:07,00:36:07,55
2019-01-15 00:36:12,00:36:12,53
2019-01-15 00:36:17,00:36:17,52
2019-01-15 00:36:22,00:36:22,54
2019-01-15 00:36:27,00:36:27,53
2019-01-15 00:36:42,00:36:42,54
2019-01-15 00:36:47,00:36:47,55
2019-01-15 00:36:52,00:36:52,57
2019-01-15 00:36:57,00:36:57,58
2019-01-15 00:37:02,00:37:02,57
2019-01-15 00:37:07,00:37:07,55
2019-01-15 00:37:17,00:37:17,57
2019-01-15 00:37:22,00:37:22,56
2019-01-15 00:37:37,00:37:37,56
2019-01-15 00:37:47,00:37:47,55
2019-01-15 00:37:52,00:37:52,54
2019-01-15 00:38:02,00:38:02,56
2019-01-15 00:38:07,00:38:07,59
2019-01-15 00:38:12,00:38:12,56
2019-01-15 00:38:17,00:38:17,55
2019-01-15 00:38:27,00:38:27,56
2019-01-15 00:38:42,00:38:42,56
2019-01-15 00:38:47,00:38:47,55
2019-01-15 00:38:52,00:38:52,54
2019-01-15 00:38:57,00:38:57,53
2019-01-15 00:39:12,00:39:12,53
2019-01-15 00:39:17,00:39:17,54
2019-01-15 00:39:32,00:39:32,54
2019-01-15 00:39:37,00:39:37,55
2019-01-15 00:39:52,00:39:52,55
2019-01-15 00:39:57,00:39:57,53
2019-01-15 00:40:12,00:40:12,53
2019-01-15 00:40:17,00:40:17,53
2019-01-15 00:40:22,00:40:22,54
2019-01-15 00:40:27,00:40:27,55
2019-01-15 00:40:36,00:40:36,55
2019-01-15 00:40:41,00:40:41,56
2019-01-15 00:40:51,00:40:51,54
2019-01-15 00:41:06,00:41:06,55
2019-01-15 00:41:11,00:41:11,56
2019-01-15 00:41:16,00:41:16,55
2019-01-15 00:41:21,00:41:21,54
2019-01-15 00:41:36,00:41:36,53
2019-01-15 00:41:51,00:41:51,52
2019-01-15 00:42:06,00:42:06,53
2019-01-15 00:42:16,00:42:16,55
2019-01-15 00:42:26,00:42:26,52
2019-01-15 00:42:31,00:42:31,51
2019-01-15 00:42:41,00:42:41,52
2019-01-15 00:42:46,00:42:46,55
2019-01-15 00:42:51,00:42:51,55
2019-01-15 00:42:56,00:42:56,54
2019-01-15 00:43:01,00:43:01,53
2019-01-15 00:43:11,00:43:11,52
2019-01-15 00:43:16,00:43:16,53
2019-01-15 00:43:26,00:43:26,54
2019-01-15 00:43:31,00:43:31,53
2019-01-15 00:43:36,00:43:36,52
2019-01-15 00:43:51,00:43:51,52
2019-01-15 00:44:01,00:44:01,53
2019-01-15 00:44:16,00:44:16,53
2019-01-15 00:44:31,00:44:31,53
2019-01-15 00:44:33,00:44:33,53
2019-01-15 00:44:43,00:44:43,52
2019-01-15 00:44:48,00:44:48,50
2019-01-15 00:45:03,00:45:03,51
2019-01-15 00:45:08,00:45:08,52
2019-01-15 00:45:13,00:45:13,53
2019-01-15 00:45:18,00:45:18,54
2019-01-15 00:45:33,00:45:33,53
2019-01-15 00:45:38,00:45:38,52
2019-01-15 00:45:48,00:45:48,51
2019-01-15 00:45:53,00:45:53,52
2019-01-15 00:46:08,00:46:08,53
2019-01-15 00:46:13,00:46:13,52
2019-01-15 00:46:18,00:46:18,51
2019-01-15 00:46:23,00:46:23,52
2019-01-15 00:46:38,00:46:38,53
2019-01-15 00:46:53,00:46:53,53
2019-01-15 00:46:58,00:46:58,52
2019-01-15 00:47:03,00:47:03,53
2019-01-15 00:47:08,00:47:08,52
2019-01-15 00:47:13,00:47:13,51
2019-01-15 00:47:18,00:47:18,50
2019-01-15 00:47:33,00:47:33,50
2019-01-15 00:47:38,00:47:38,52
2019-01-15 00:47:43,00:47:43,53
2019-01-15 00:47:48,00:47:48,52
2019-01-15 00:47:53,00:47:53,50
2019-01-15 00:47:59,00:47:59,50
2019-01-15 00:48:14,00:48:14,51
2019-01-15 00:48:29,00:48:29,51
2019-01-15 00:48:34,00:48:34,50
2019-01-15 00:48:39,00:48:39,51
2019-01-15 00:48:54,00:48:54,51
2019-01-15 00:48:59,00:48:59,52
2019-01-15 00:49:04,00:49:04,51
