,time,value
2019-01-30 00:00:10,00:00:10,50
2019-01-30 00:00:15,00:00:15,49
2019-01-30 00:00:25,00:00:25,48
2019-01-30 00:00:30,00:00:30,47
2019-01-30 00:00:45,00:00:45,47
2019-01-30 00:00:50,00:00:50,48
2019-01-30 00:00:55,00:00:55,49
2019-01-30 00:01:05,00:01:05,48
2019-01-30 00:01:15,00:01:15,47
2019-01-30 00:01:30,00:01:30,47
2019-01-30 00:01:35,00:01:35,48
2019-01-30 00:01:40,00:01:40,47
2019-01-30 00:01:45,00:01:45,47
2019-01-30 00:02:00,00:02:00,47
2019-01-30 00:02:05,00:02:05,48
2019-01-30 00:02:10,00:02:10,49
2019-01-30 00:02:15,00:02:15,48
2019-01-30 00:02:20,00:02:20,48
2019-01-30 00:02:30,00:02:30,46
2019-01-30 00:02:35,00:02:35,45
2019-01-30 00:02:40,00:02:40,46
2019-01-30 00:02:45,00:02:45,47
2019-01-30 00:02:55,00:02:55,47
2019-01-30 00:03:10,00:03:10,47
2019-01-30 00:03:15,00:03:15,48
2019-01-30 00:03:20,00:03:20,49
2019-01-30 00:03:35,00:03:35,49
2019-01-30 00:03:50,00:03:50,49
2019-01-30 00:04:00,00:04:00,68
2019-01-30 00:04:05,00:04:05,71
2019-01-30 00:04:10,00:04:10,65
2019-01-30 00:04:15,00:04:15,60
2019-01-30 00:04:25,00:04:25,59
2019-01-30 00:04:40,00:04:40,57
2019-01-30 00:04:45,00:04:45,50
2019-01-30 00:04:50,00:04:50,48
2019-01-30 00:04:55,00:04:55,47
2019-01-30 00:05:00,00:05:00,46
2019-01-30 00:05:05,00:05:05,45
2019-01-30 00:05:10,00:05:10,44
2019-01-30 00:05:25,00:05:25,44
2019-01-30 00:05:40,00:05:40,44
2019-01-30 00:05:55,00:05:55,45
2019-01-30 00:06:00,00:06:00,44
2019-01-30 00:06:10,00:06:10,45
2019-01-30 00:06:15,00:06:15,50
2019-01-30 00:06:20,00:06:20,59
2019-01-30 00:06:25,00:06:25,61
2019-01-30 00:06:30,00:06:30,60
2019-01-30 00:06:45,00:06:45,60
2019-01-30 00:07:00,00:07:00,59
2019-01-30 00:07:05,00:07:05,56
2019-01-30 00:07:10,00:07:10,53
2019-01-30 00:07:15,00:07:15,50
2019-01-30 00:07:20,00:07:20,49
2019-01-30 00:07:25,00:07:25,47
2019-01-30 00:07:30,00:07:30,45
2019-01-30 00:07:40,00:07:40,44
2019-01-30 00:07:55,00:07:55,43
2019-01-30 00:08:10,00:08:10,43
2019-01-30 00:08:15,00:08:15,44
2019-01-30 00:08:25,00:08:25,49
2019-01-30 00:08:30,00:08:30,50
2019-01-30 00:08:35,00:08:35,49
2019-01-30 00:08:40,00:08:40,48
2019-01-30 00:08:45,00:08:45,46
2019-01-30 00:08:50,00:08:50,45
2019-01-30 00:08:55,00:08:55,44
2019-01-30 00:09:10,00:09:10,44
2019-01-30 00:09:20,00:09:20,45
2019-01-30 00:09:35,00:09:35,46
2019-01-30 00:09:40,00:09:40,45
2019-01-30 00:09:45,00:09:45,46
2019-01-30 00:09:50,00:09:50,45
2019-01-30 00:10:05,00:10:05,45
2019-01-30 00:10:20,00:10:20,46
2019-01-30 00:10:35,00:10:35,45
2019-01-30 00:10:40,00:10:40,44
2019-01-30 00:10:55,00:10:55,44
2019-01-30 00:11:10,00:11:10,44
2019-01-30 00:11:15,00:11:15,45
2019-01-30 00:11:30,00:11:30,46
2019-01-30 00:11:35,00:11:35,45
2019-01-30 00:11:40,00:11:40,44
2019-01-30 00:11:45,00:11:45,45
2019-01-30 00:11:50,00:11:50,46
2019-01-30 00:12:05,00:12:05,45
2019-01-30 00:12:15,00:12:15,44
2019-01-30 00:12:20,00:12:20,43
2019-01-30 00:12:25,00:12:25,42
2019-01-30 00:12:30,00:12:30,42
2019-01-30 00:12:35,00:12:35,43
2019-01-30 00:12:45,00:12:45,46
2019-01-30 00:12:50,00:12:50,50
2019-01-30 00:12:55,00:12:55,47
2019-01-30 00:13:05,00:13:05,46
2019-01-30 00:13:15,00:13:15,47
2019-01-30 00:13:20,00:13:20,46
2019-01-30 00:13:26,00:13:26,46
2019-01-30 00:13:31,00:13:31,45
2019-01-30 00:13:46,00:13:46,45
2019-01-30 00:14:01,00:14:01,45
2019-01-30 00:14:06,00:14:06,43
2019-01-30 00:14:11,00:14:11,42
2019-01-30 00:14:16,00:14:16,42
2019-01-30 00:14:31,00:14:31,42
2019-01-30 00:14:36,00:14:36,43
2019-01-30 00:14:51,00:14:51,43
2019-01-30 00:14:56,00:14:56,44
2019-01-30 00:15:01,00:15:01,45
2019-01-30 00:15:16,00:15:16,46
2019-01-30 00:15:21,00:15:21,45
2019-01-30 00:15:36,00:15:36,45
2019-01-30 00:15:41,00:15:41,46
2019-01-30 00:15:56,00:15:56,47
2019-01-30 00:16:11,00:16:11,47
2019-01-30 00:16:16,00:16:16,46
2019-01-30 00:16:21,00:16:21,44
2019-01-30 00:16:36,00:16:36,46
2019-01-30 00:16:46,00:16:46,47
2019-01-30 00:17:01,00:17:01,47
2019-01-30 00:17:16,00:17:16,48
2019-01-30 00:17:31,00:17:31,47
2019-01-30 00:17:41,00:17:41,46
2019-01-30 00:17:56,00:17:56,46
2019-01-30 00:18:01,00:18:01,47
2019-01-30 00:18:06,00:18:06,46
2019-01-30 00:18:21,00:18:21,47
2019-01-30 00:18:31,00:18:31,46
2019-01-30 00:18:36,00:18:36,47
2019-01-30 00:18:51,00:18:51,47
2019-01-30 00:19:06,00:19:06,47
2019-01-30 00:19:21,00:19:21,48
2019-01-30 00:19:26,00:19:26,49
2019-01-30 00:19:41,00:19:41,50
2019-01-30 00:19:56,00:19:56,50
2019-01-30 00:20:06,00:20:06,51
2019-01-30 00:20:21,00:20:21,51
2019-01-30 00:20:26,00:20:26,50
2019-01-30 00:20:36,00:20:36,49
2019-01-30 00:20:46,00:20:46,48
2019-01-30 00:21:01,00:21:01,48
2019-01-30 00:21:06,00:21:06,47
2019-01-30 00:21:11,00:21:11,46
