,time,value
2019-01-29 00:00:08,00:00:08,65
2019-01-29 00:00:13,00:00:13,64
2019-01-29 00:00:23,00:00:23,65
2019-01-29 00:00:33,00:00:33,66
2019-01-29 00:00:48,00:00:48,65
2019-01-29 00:00:53,00:00:53,64
2019-01-29 00:00:58,00:00:58,65
2019-01-29 00:01:03,00:01:03,66
2019-01-29 00:01:08,00:01:08,67
2019-01-29 00:01:13,00:01:13,65
2019-01-29 00:01:18,00:01:18,62
2019-01-29 00:01:33,00:01:33,63
2019-01-29 00:01:43,00:01:43,64
2019-01-29 00:01:48,00:01:48,65
2019-01-29 00:01:53,00:01:53,64
2019-01-29 00:01:58,00:01:58,64
2019-01-29 00:02:03,00:02:03,63
2019-01-29 00:02:08,00:02:08,64
2019-01-29 00:02:13,00:02:13,63
2019-01-29 00:02:18,00:02:18,62
2019-01-29 00:02:33,00:02:33,60
2019-01-29 00:02:38,00:02:38,61
2019-01-29 00:02:43,00:02:43,62
2019-01-29 00:02:53,00:02:53,61
2019-01-29 00:02:58,00:02:58,59
2019-01-29 00:03:03,00:03:03,57
2019-01-29 00:03:13,00:03:13,56
2019-01-29 00:03:18,00:03:18,57
2019-01-29 00:03:23,00:03:23,59
2019-01-29 00:03:33,00:03:33,56
2019-01-29 00:03:38,00:03:38,54
2019-01-29 00:03:43,00:03:43,52
2019-01-29 00:03:48,00:03:48,50
2019-01-29 00:03:53,00:03:53,49
2019-01-29 00:04:03,00:04:03,50
2019-01-29 00:04:08,00:04:08,51
2019-01-29 00:04:13,00:04:13,50
2019-01-29 00:04:18,00:04:18,49
2019-01-29 00:04:28,00:04:28,48
2019-01-29 00:04:43,00:04:43,48
2019-01-29 00:04:53,00:04:53,49
2019-01-29 00:05:08,00:05:08,50
2019-01-29 00:05:13,00:05:13,51
2019-01-29 00:05:28,00:05:28,52
2019-01-29 00:05:33,00:05:33,53
2019-01-29 00:05:48,00:05:48,54
2019-01-29 00:05:53,00:05:53,55
2019-01-29 00:05:58,00:05:58,54
2019-01-29 00:06:13,00:06:13,54
2019-01-29 00:06:23,00:06:23,55
2019-01-29 00:06:28,00:06:28,54
2019-01-29 00:06:33,00:06:33,51
2019-01-29 00:06:43,00:06:43,50
2019-01-29 00:06:48,00:06:48,51
2019-01-29 00:06:58,00:06:58,52
2019-01-29 00:07:13,00:07:13,52
2019-01-29 00:07:23,00:07:23,53
2019-01-29 00:07:28,00:07:28,54
2019-01-29 00:07:43,00:07:43,54
2019-01-29 00:07:48,00:07:48,52
2019-01-29 00:07:58,00:07:58,53
2019-01-29 00:08:03,00:08:03,54
2019-01-29 00:08:13,00:08:13,55
2019-01-29 00:08:28,00:08:28,55
2019-01-29 00:08:33,00:08:33,53
2019-01-29 00:08:43,00:08:43,54
2019-01-29 00:08:48,00:08:48,54
2019-01-29 00:08:54,00:08:54,54
2019-01-29 00:09:09,00:09:09,54
2019-01-29 00:09:24,00:09:24,54
2019-01-29 00:09:29,00:09:29,55
2019-01-29 00:09:34,00:09:34,54
2019-01-29 00:09:49,00:09:49,54
2019-01-29 00:09:54,00:09:54,55
2019-01-29 00:09:59,00:09:59,56
2019-01-29 00:10:04,00:10:04,55
2019-01-29 00:10:09,00:10:09,56
2019-01-29 00:10:14,00:10:14,57
2019-01-29 00:10:19,00:10:19,56
2019-01-29 00:10:24,00:10:24,55
2019-01-29 00:10:39,00:10:39,56
2019-01-29 00:10:44,00:10:44,58
2019-01-29 00:10:49,00:10:49,60
2019-01-29 00:10:54,00:10:54,60
2019-01-29 00:10:59,00:10:59,59
2019-01-29 00:11:14,00:11:14,59
2019-01-29 00:11:19,00:11:19,58
2019-01-29 00:11:29,00:11:29,56
2019-01-29 00:11:44,00:11:44,56
2019-01-29 00:11:49,00:11:49,56
2019-01-29 00:11:54,00:11:54,55
2019-01-29 00:11:59,00:11:59,54
2019-01-29 00:12:04,00:12:04,52
2019-01-29 00:12:13,00:12:13,53
2019-01-29 00:12:18,00:12:18,52
2019-01-29 00:12:33,00:12:33,52
2019-01-29 00:12:48,00:12:48,52
2019-01-29 00:12:53,00:12:53,53
2019-01-29 00:12:58,00:12:58,54
2019-01-29 00:13:13,00:13:13,54
2019-01-29 00:13:28,00:13:28,55
2019-01-29 00:13:33,00:13:33,54
2019-01-29 00:13:38,00:13:38,52
2019-01-29 00:13:53,00:13:53,53
2019-01-29 00:14:08,00:14:08,54
2019-01-29 00:14:18,00:14:18,55
2019-01-29 00:14:28,00:14:28,56
2019-01-29 00:14:33,00:14:33,57
2019-01-29 00:14:38,00:14:38,56
2019-01-29 00:14:43,00:14:43,55
2019-01-29 00:14:48,00:14:48,56
2019-01-29 00:14:53,00:14:53,55
2019-01-29 00:14:58,00:14:58,54
2019-01-29 00:15:03,00:15:03,53
2019-01-29 00:15:08,00:15:08,54
2019-01-29 00:15:18,00:15:18,53
2019-01-29 00:15:23,00:15:23,52
2019-01-29 00:15:33,00:15:33,53
2019-01-29 00:15:48,00:15:48,53
2019-01-29 00:15:53,00:15:53,52
2019-01-29 00:15:58,00:15:58,52
2019-01-29 00:16:13,00:16:13,52
2019-01-29 00:16:18,00:16:18,53
2019-01-29 00:16:23,00:16:23,54
2019-01-29 00:16:28,00:16:28,55
2019-01-29 00:16:33,00:16:33,56
2019-01-29 00:16:38,00:16:38,56
2019-01-29 00:16:43,00:16:43,56
2019-01-29 00:16:58,00:16:58,57
2019-01-29 00:17:13,00:17:13,57
2019-01-29 00:17:23,00:17:23,58
2019-01-29 00:17:28,00:17:28,59
2019-01-29 00:17:33,00:17:33,58
2019-01-29 00:17:38,00:17:38,57
2019-01-29 00:17:43,00:17:43,51
2019-01-29 00:17:48,00:17:48,50
2019-01-29 00:17:58,00:17:58,54
2019-01-29 00:18:03,00:18:03,56
2019-01-29 00:18:08,00:18:08,55
2019-01-29 00:18:13,00:18:13,52
2019-01-29 00:18:23,00:18:23,51
2019-01-29 00:18:38,00:18:38,52
2019-01-29 00:18:43,00:18:43,53
2019-01-29 00:18:53,00:18:53,54
2019-01-29 00:18:58,00:18:58,55
2019-01-29 00:19:03,00:19:03,56
2019-01-29 00:19:08,00:19:08,57
2019-01-29 00:19:13,00:19:13,57
2019-01-29 00:19:18,00:19:18,58
2019-01-29 00:19:23,00:19:23,60
2019-01-29 00:19:38,00:19:38,60
2019-01-29 00:19:43,00:19:43,61
2019-01-29 00:19:48,00:19:48,62
2019-01-29 00:19:58,00:19:58,63
2019-01-29 00:20:03,00:20:03,62
2019-01-29 00:20:08,00:20:08,61
2019-01-29 00:20:13,00:20:13,63
2019-01-29 00:20:23,00:20:23,63
2019-01-29 00:20:28,00:20:28,64
2019-01-29 00:20:43,00:20:43,64
2019-01-29 00:20:48,00:20:48,66
2019-01-29 00:20:53,00:20:53,63
2019-01-29 00:20:58,00:20:58,61
2019-01-29 00:21:08,00:21:08,60
2019-01-29 00:21:13,00:21:13,59
2019-01-29 00:21:28,00:21:28,59
2019-01-29 00:21:43,00:21:43,58
2019-01-29 00:21:58,00:21:58,58
2019-01-29 00:22:03,00:22:03,60
2019-01-29 00:22:13,00:22:13,61
2019-01-29 00:22:18,00:22:18,62
2019-01-29 00:22:24,00:22:24,64
2019-01-29 00:22:29,00:22:29,65
2019-01-29 00:22:39,00:22:39,64
